page_id,title,attribute,html_offset/start/line_id,html_offset/start/offset,html_offset/end/line_id,html_offset/end/offset,html_offset/text,ENE,score
15700,岡山市,特産品,2777,116,2777,124,とんかつラーメン,1.5.1.1,0.6599282741546632
15700,岡山市,特産品,2778,5,2778,12,建部ヨーグルト,1.5.1.1,0.5061491012573243
15700,岡山市,特産品,2779,126,2779,133,フルーツパフェ,1.5.1.1,0.6892830848693848
15700,岡山市,恒例行事,2756,106,2756,186,"西大寺</a><a href=""/index.php/%E4%BC%9A%E9%99%BD"" class=""mw-redirect"" title=""会陽"">会陽",1.5.1.1,0.6903789043426514
15700,岡山市,恒例行事,2757,5,2757,15,岡山さくらカーニバル,1.5.1.1,0.745310115814209
15700,岡山市,恒例行事,2758,80,2758,91,宗忠神社</a>御神幸,1.5.1.1,0.6836729049682617
15700,岡山市,恒例行事,2759,136,2759,146,おかやま桃太郎まつり,1.5.1.1,0.754951572418213
15700,岡山市,恒例行事,2759,222,2759,226,うらじゃ,1.5.1.1,0.7519195556640625
15700,岡山市,恒例行事,2760,5,2760,10,烏城灯源郷,1.5.1.1,0.582050085067749
15700,岡山市,恒例行事,2761,5,2761,14,おかやま国際音楽祭,1.5.1.1,0.7258418083190918
15700,岡山市,恒例行事,2762,5,2762,14,全国有名朝市フェア,1.5.1.1,0.7122824192047119
15700,岡山市,恒例行事,2763,5,2763,17,秋のおかやま桃太郎まつり,1.5.1.1,0.6670079231262207
15700,岡山市,恒例行事,2764,5,2764,21,備前岡山ええじゃないか大誓文払い,1.5.1.1,0.7215993881225586
15700,岡山市,恒例行事,2765,5,2765,22,MOMOTAROH FANTASY,1.5.1.1,0.6731249809265137
15700,岡山市,恒例行事,2766,5,2766,7,朝市,1.5.1.1,0.6945693969726563
15700,岡山市,恒例行事,2767,9,2767,13,京橋朝市,1.5.1.1,0.7172974586486817
15700,岡山市,恒例行事,2768,5,2768,10,西大寺朝市,1.5.1.1,0.7533662796020508
15700,岡山市,観光地,2729,70,2729,84,竹内流</a>古武道発祥の地,1.5.1.1,0.3122986078262329
15700,岡山市,観光地,2730,66,2730,69,後楽園,1.5.1.1,0.6728984832763673
15700,岡山市,観光地,2731,66,2731,69,岡山城,1.5.1.1,0.6044840335845948
15700,岡山市,観光地,2732,86,2732,91,池田動物園,1.5.1.1,0.6809038162231446
15700,岡山市,観光地,2733,126,2733,135,岡山市半田山植物園,1.5.1.1,0.6500252723693848
15700,岡山市,観光地,2734,76,2734,80,最上稲荷,1.5.1.1,0.651427698135376
15700,岡山市,観光地,2735,66,2735,69,吉備路,1.5.1.1,0.49744696617126466
15700,岡山市,観光地,2736,90,2736,95,吉備津神社,1.5.1.1,0.6811714172363281
15700,岡山市,観光地,2737,96,2737,102,吉備津彦神社,1.5.1.1,0.6399612426757812
15700,岡山市,観光地,2738,106,2738,111,備中高松城,1.5.1.1,0.6266106128692628
15700,岡山市,観光地,2739,112,2739,116,造山古墳,1.5.1.1,0.7028573036193848
15700,岡山市,観光地,2740,76,2740,78,足守,1.5.1.1,0.49489874839782716
15700,岡山市,観光地,2741,5,2741,11,RSKバラ園,1.5.1.1,0.6371500492095947
15700,岡山市,観光地,2742,86,2742,91,八幡温泉郷,1.5.1.1,0.5916855812072754
15700,岡山市,観光地,2742,96,2742,101,やはたの里,1.5.1.1,0.6505445003509522
15700,岡山市,観光地,2743,106,2743,113,たけべの森公園,1.5.1.1,0.6320730209350587
15700,岡山市,観光地,2745,106,2745,109,曹源寺,1.5.1.1,0.5707355976104737
15700,岡山市,観光地,2747,90,2747,94,亀石神社,1.5.1.1,0.6671443939208985
15700,岡山市,観光地,2748,102,2748,112,西大寺</a>観音院,1.5.1.1,0.658542823791504
15700,岡山市,観光地,2749,5,2749,11,宝伝海水浴場,1.5.1.1,0.5703808784484864
15700,岡山市,観光地,2750,56,2750,58,犬島,1.5.1.1,0.5403035640716553
15700,岡山市,観光地,2751,86,2751,91,石原果樹園,1.5.1.1,0.48899383544921876
15700,岡山市,観光地,2754,5,2754,30,おかやまファーマーズ・マーケット サウスヴィレッジ,1.5.1.1,0.3708925008773804
15700,岡山市,観光地,2680,3,2680,6,岡山城,1.5.1.1,0.5607801914215088
15700,岡山市,観光地,2687,3,2687,9,日本三大稲荷,1.5.1.1,0.2609438896179199
15700,岡山市,観光地,2687,10,2687,14,最上稲荷,1.5.1.1,0.45420532226562504
15700,岡山市,観光地,2694,3,2694,8,吉備津神社,1.5.1.1,0.40792374610900883
15700,岡山市,観光地,2701,3,2701,9,西大寺観音院,1.5.1.1,0.6527607440948486
15700,岡山市,観光地,2708,3,2708,10,たけべの森公園,1.5.1.1,0.49863967895507816
15700,岡山市,地形,2578,819,2578,821,旭川,1.5.1.1,0.6118649482727051
15700,岡山市,地形,2578,887,2578,890,百間川,1.5.1.1,0.610629177093506
15700,岡山市,鉄道会社,2549,97,2549,103,岡山電気軌道,1.5.1.1,0.5386524200439453
15700,岡山市,鉄道会社,2551,301,2551,303,JR,1.5.1.1,0.5518882751464844
15700,岡山市,鉄道会社,2551,315,2551,321,岡山電気軌道,1.5.1.1,0.45541338920593266
15700,岡山市,鉄道会社,2551,322,2551,324,JR,1.5.1.1,0.6864343643188477
15700,岡山市,鉄道会社,2553,145,2553,151,岡山電気軌道,1.5.1.1,0.4944626331329346
15700,岡山市,鉄道会社,2534,301,2534,303,JR,1.5.1.1,0.5698929786682129
15700,岡山市,鉄道会社,2536,44,2536,46,JR,1.5.1.1,0.6235202789306641
15700,岡山市,鉄道会社,2536,147,2536,149,国鉄,1.5.1.1,0.6434313774108887
15700,岡山市,鉄道会社,2537,16,2537,18,JR,1.5.1.1,0.5832743644714355
15700,岡山市,鉄道会社,2539,117,2539,124,西日本旅客鉄道,1.5.1.1,0.6595044136047363
15700,岡山市,鉄道会社,2539,229,2539,236,西日本旅客鉄道,1.5.1.1,0.6703208923339844
15700,岡山市,産業,2344,9,2344,11,小売,1.5.1.1,0.5535682678222656
15700,岡山市,産業,2360,9,2360,11,金融,1.5.1.1,0.5855680465698242
15700,岡山市,産業,2377,9,2377,11,運輸,1.5.1.1,0.5348249435424804
15700,岡山市,産業,2298,54,2298,56,商業,1.5.1.1,0.6185239791870117
15700,岡山市,産業,2299,145,2299,147,商業,1.5.1.1,0.5058133125305176
15700,岡山市,産業,2303,15,2303,17,商業,1.5.1.1,0.3961740732192993
15700,岡山市,産業,2303,31,2303,33,商業,1.5.1.1,0.5328269004821777
15700,岡山市,観光地,2305,7,2305,10,岡山城,1.5.1.1,0.25149221420288087
15700,岡山市,観光地,2305,11,2305,14,後楽園,1.5.1.1,0.39095439910888674
15700,岡山市,産業,2293,54,2293,56,工業,1.5.1.1,0.6318793773651123
15700,岡山市,産業,2294,32,2294,34,機械,1.5.1.1,0.47536678314208985
15700,岡山市,産業,2294,35,2294,37,化学,1.5.1.1,0.5184290409088135
15700,岡山市,産業,2294,38,2294,40,食品,1.5.1.1,0.509250545501709
15700,岡山市,産業,2294,41,2294,43,印刷,1.5.1.1,0.5918935775756836
15700,岡山市,産業,2295,391,2295,396,重化学工業,1.5.1.1,0.40917158126831055
15700,岡山市,産業,2295,470,2295,472,工業,1.5.1.1,0.563772439956665
15700,岡山市,産業,2295,1373,2295,1376,軽工業,1.5.1.1,0.29210307598114016
15700,岡山市,産業,2296,193,2296,195,鉄工,1.5.1.1,0.45394196510314944
15700,岡山市,産業,2296,376,2296,378,物流,1.5.1.1,0.4709963798522949
15700,岡山市,地形,2295,72,2295,75,児島湾,1.5.1.1,0.618265724182129
15700,岡山市,地形,2295,235,2295,238,吉井川,1.5.1.1,0.5178633213043213
15700,岡山市,産業,2289,54,2289,56,農業,1.5.1.1,0.5898273468017579
15700,岡山市,産業,2290,1204,2290,1206,畜産,1.5.1.1,0.6475818634033204
15700,岡山市,特産品,2290,39,2290,41,果物,1.5.1.1,0.39821739196777345
15700,岡山市,特産品,2290,118,2290,119,桃,1.5.1.1,0.29453086853027344
15700,岡山市,特産品,2290,124,2290,126,白桃,1.5.1.1,0.14241008758544924
15700,岡山市,特産品,2290,178,2290,182,清水白桃,1.5.1.1,0.22832970619201662
15700,岡山市,特産品,2290,187,2290,190,黄金桃,1.5.1.1,0.23409059047698977
15700,岡山市,特産品,2290,256,2290,258,葡萄,1.5.1.1,0.5452786445617676
15700,岡山市,特産品,2290,464,2290,469,マスカット,1.5.1.1,0.6116999149322511
15700,岡山市,特産品,2290,595,2290,604,シャインマスカット,1.5.1.1,0.6175920009613037
15700,岡山市,特産品,2290,730,2290,737,ニューピオーネ,1.5.1.1,0.6393211364746094
15700,岡山市,特産品,2290,892,2290,898,桃太郎ふどう,1.5.1.1,0.5223266124725342
15700,岡山市,特産品,2290,1039,2290,1042,愛宕梨,1.5.1.1,0.49459280967712405
15700,岡山市,特産品,2290,1047,2290,1051,あたご梨,1.5.1.1,0.4075204849243164
15700,岡山市,特産品,2290,1165,2290,1167,鴨梨,1.5.1.1,0.5426965236663819
15700,岡山市,特産品,2290,1172,2290,1176,ヤーリー,1.5.1.1,0.31794674396514894
15700,岡山市,特産品,2290,1196,2290,1198,乳牛,1.5.1.1,0.3648828506469727
15700,岡山市,特産品,2290,1288,2290,1290,椎茸,1.5.1.1,0.3916902780532837
15700,岡山市,特産品,2290,1304,2290,1358,"黄<a href=""/index.php/%E3%83%8B%E3%83%A9"" title=""ニラ"">ニラ",1.5.1.1,0.30816805362701416
15700,岡山市,特産品,2291,135,2291,136,米,1.5.1.1,0.4918600082397461
15700,岡山市,特産品,2291,255,2291,258,朝日米,1.5.1.1,0.6010284423828125
15700,岡山市,特産品,2291,271,2291,273,酒米,1.5.1.1,0.3260091066360474
15700,岡山市,特産品,2291,356,2291,359,雄町米,1.5.1.1,0.5100164890289307
15700,岡山市,特産品,2291,449,2291,451,蓮根,1.5.1.1,0.4012010097503662
15700,岡山市,特産品,2291,509,2291,511,茄子,1.5.1.1,0.45011129379272463
15700,岡山市,特産品,2291,527,2291,602,"二条<a href=""/index.php/%E5%A4%A7%E9%BA%A6"" class=""mw-redirect"" title=""大麦"">大麦",1.5.1.1,0.35911989212036133
15700,岡山市,特産品,2291,690,2291,693,イグサ,1.5.1.1,0.4106765270233155
15700,岡山市,特産品,2291,742,2291,744,生花,1.5.1.1,0.46510415077209477
15700,岡山市,特産品,2291,971,2291,978,デンドロビウム,1.5.1.1,0.2798059940338135
15700,岡山市,特産品,2291,985,2291,991,ラークスパー,1.5.1.1,0.39970948696136477
15700,岡山市,地形,2291,74,2291,77,児島湾,1.5.1.1,0.6092531681060791
15700,岡山市,所在地,2291,155,2291,157,岡山,1.5.1.1,0.18765051364898683
15700,岡山市,産業,2282,300,2282,302,工業,1.5.1.1,0.36365158557891847
15700,岡山市,産業,2229,237,2229,243,食品・流通業,1.5.1.1,0.46259546279907227
15700,岡山市,所在地,2219,728,2219,734,岡山大都市圏,1.5.1.1,0.5474889278411865
15700,岡山市,友好市区町村,2129,214,2129,217,釧路市,1.5.1.1,0.7367431640625001
15700,岡山市,友好市区町村,2102,224,2102,233,サンノゼ</a>市,1.5.1.1,0.5325833320617676
15700,岡山市,友好市区町村,2104,268,2104,273,サンノゼ市,1.5.1.1,0.622063684463501
15700,岡山市,友好市区町村,2105,264,2105,273,サンホセ</a>市,1.5.1.1,0.6696547031402589
15700,岡山市,友好市区町村,2108,224,2108,235,プロヴディフ</a>市,1.5.1.1,0.6949702262878419
15700,岡山市,友好市区町村,2110,27,2110,34,プロヴディフ市,1.5.1.1,0.5864145278930665
15700,岡山市,友好市区町村,2111,242,2111,245,洛陽市,1.5.1.1,0.7712419033050537
15700,岡山市,友好市区町村,2113,360,2113,363,洛陽市,1.5.1.1,0.6089155197143555
15700,岡山市,友好市区町村,2113,364,2113,367,新竹市,1.5.1.1,0.4471589088439942
15700,岡山市,友好市区町村,2114,199,2114,202,富川市,1.5.1.1,0.7241228580474854
15700,岡山市,友好市区町村,2117,219,2117,222,新竹市,1.5.1.1,0.7633009910583497
15700,岡山市,友好市区町村,2121,815,2121,822,ペンドルトン市,1.5.1.1,0.2891642332077026
15700,岡山市,友好市区町村,2121,600,2121,822,"オレゴン州</a><a href=""/index.php?title=%E3%83%9A%E3%83%B3%E3%83%89%E3%83%AB%E3%83%88%E3%83%B3_(%E3%82%AA%E3%83%AC%E3%82%B4%E3%83%B3%E5%B7%9E)&amp;action=edit&amp;redlink=1"" class=""new"" title=""ペンドルトン (オレゴン州) (存在しないページ)"">ペンドルトン市",1.5.1.1,0.45353026390075685
15700,岡山市,友好市区町村,2121,600,2121,604,オレゴン,1.5.1.1,0.17931841611862184
15700,岡山市,友好市区町村,2124,184,2124,244,"グアム</a><a href=""/index.php/%E6%BA%96%E5%B7%9E"" title=""準州"">準州",1.5.1.1,0.5913470268249512
15700,岡山市,観光地,1969,6,1969,9,児島湾,1.5.1.1,0.18049408197402955
15700,岡山市,成立年,1947,54,1947,74,1889年</a>（明治22年）6月1日,1.5.1.1,0.6015562057495117
15700,岡山市,成立年,2017,54,2017,75,2007年</a>（平成19年）1月22日,1.5.1.1,0.4375441074371338
15700,岡山市,合併市区町村,1954,5,1954,6,御,1.5.1.1,0.1507524847984314
15700,岡山市,合併市区町村,1954,17,1954,20,鹿田村,1.5.1.1,0.24277029037475586
15700,岡山市,合併市区町村,1954,21,1954,25,古鹿田村,1.5.1.1,0.26994392871856693
15700,岡山市,合併市区町村,1954,9,1954,12,伊島村,1.5.1.1,0.2456728219985962
15700,岡山市,合併市区町村,1954,13,1954,16,石井村,1.5.1.1,0.23848292827606202
15700,岡山市,合併市区町村,1959,125,1959,128,伊島村,1.5.1.1,0.4485213279724121
15700,岡山市,合併市区町村,1959,289,1959,292,石井村,1.5.1.1,0.4551081657409668
15700,岡山市,合併市区町村,1959,483,1959,486,鹿田村,1.5.1.1,0.4443532466888428
15700,岡山市,合併市区町村,1979,5,1979,8,牧山村,1.5.1.1,0.3008103609085083
15700,岡山市,合併市区町村,1979,9,1979,14,高月村の各,1.5.1.1,0.20972959995269777
15700,岡山市,合併市区町村,1923,19,1923,22,瀬戸町,1.5.1.1,0.6008472442626953
15700,岡山市,合併市区町村,1904,412,1904,415,鴨方町,1.5.1.1,0.48030962944030764
15700,岡山市,鉄道会社,1877,317,1877,319,JR,1.5.1.1,0.5726899147033692
15700,岡山市,首長,1760,5,1760,9,蜂谷弘美,1.5.1.1,0.4870309352874756
15700,岡山市,首長,1756,5,1756,9,波多洋治,1.5.1.1,0.4848519325256348
15700,岡山市,首長,1827,5,1827,9,木口京子,1.5.1.1,0.4705827713012696
15700,岡山市,人口密度,1362,8,1362,16,2776人/km,1.5.1.1,0.21903419494628906
15700,岡山市,人口データの年,1342,33,1342,38,2010年,1.5.1.1,0.4839657306671143
15700,岡山市,人口データの年,1342,33,1342,37,2010,1.5.1.1,0.20181033611297608
15700,岡山市,首長,1046,80,1046,84,大森雅夫,1.5.1.1,0.41414499282836914
15700,岡山市,首長,1048,9,1048,13,繁定昭男,1.5.1.1,0.5468235015869141
15700,岡山市,首長,1184,112,1184,116,田中弘道,1.5.1.1,0.6699307441711426
15700,岡山市,合併市区町村,1038,532,1038,535,御津町,1.5.1.1,0.41466827392578126
15700,岡山市,合併市区町村,1038,601,1038,692,"児島郡</a><a href=""/index.php/%E7%81%98%E5%B4%8E%E7%94%BA"" class=""mw-redirect"" title=""灘崎町"">灘崎町",1.5.1.1,0.4463695049285889
15700,岡山市,合併市区町村,1038,900,1038,991,"御津郡</a><a href=""/index.php/%E5%BB%BA%E9%83%A8%E7%94%BA"" class=""mw-redirect"" title=""建部町"">建部町",1.5.1.1,0.3092514514923096
15700,岡山市,合併市区町村,1038,1057,1038,1060,赤磐郡,1.5.1.1,0.26805408000946046
15700,岡山市,合併市区町村,1038,1181,1038,1184,瀬戸町,1.5.1.1,0.3179140090942383
15700,岡山市,合併市区町村,1038,408,1038,411,御津郡,1.5.1.1,0.24532272815704348
15700,岡山市,合併市区町村,1038,1057,1038,1184,"赤磐郡</a><a href=""/index.php/%E7%80%AC%E6%88%B8%E7%94%BA_(%E5%B2%A1%E5%B1%B1%E7%9C%8C)"" class=""mw-redirect"" title=""瀬戸町 (岡山県)"">瀬戸町",1.5.1.1,0.36946134567260747
15700,岡山市,合併市区町村,1038,689,1038,691,灘崎,1.5.1.1,0.12553372383117675
15700,岡山市,所在地,1040,398,1040,405,中国・四国地方,1.5.1.1,0.37360329627990724
15700,岡山市,所在地,1040,938,1040,939,東,1.5.1.1,0.21945147514343263
15700,岡山市,所在地,1040,1032,1040,1033,南,1.5.1.1,0.2229426383972168
15700,岡山市,成立年,1029,494,1029,499,1889年,1.5.1.1,0.5540498256683349
15700,岡山市,成立年,1029,504,1029,509,明治22年,1.5.1.1,0.42387142181396487
15700,岡山市,所在地,1029,428,1029,431,岡山県,1.5.1.1,0.6425155639648438
15700,岡山市,地形,517,76,517,80,中国山地,1.5.1.1,0.5040401935577393
15700,岡山市,地形,517,158,517,162,四国山地,1.5.1.1,0.5235695362091065
15700,岡山市,地形,517,242,517,246,瀬戸内海,1.5.1.1,0.3873001098632813
15700,岡山市,地形,517,604,517,608,戸内海の,1.5.1.1,0.48516201972961426
15700,岡山市,所在地,517,3,517,5,北を,1.5.1.1,0.1170458197593689
15700,岡山市,所在地,517,3,517,258,"北を<a href=""/index.php/%E4%B8%AD%E5%9B%BD%E5%B1%B1%E5%9C%B0"" title=""中国山地"">中国山地</a>、南を<a href=""/index.php/%E5%9B%9B%E5%9B%BD%E5%B1%B1%E5%9C%B0"" title=""四国山地"">四国山地</a>に挟まれた<a href=""/index.php/%E7%80%AC%E6%88%B8%E5%86%85%E6%B5%B7"" title=""瀬戸内海"">瀬戸内海</a>沿岸部に位置する",1.5.1.1,0.407016134262085
15700,岡山市,所在地,517,76,517,253,"中国山地</a>、南を<a href=""/index.php/%E5%9B%9B%E5%9B%BD%E5%B1%B1%E5%9C%B0"" title=""四国山地"">四国山地</a>に挟まれた<a href=""/index.php/%E7%80%AC%E6%88%B8%E5%86%85%E6%B5%B7"" title=""瀬戸内海"">瀬戸内海</a>沿岸部",1.5.1.1,0.41128168106079105
15700,岡山市,地形,279,297,279,299,旭川,1.5.1.1,0.4448261260986328
15700,岡山市,地形,280,250,280,253,児島湖,1.5.1.1,0.5421600818634034
15700,岡山市,地形,280,254,280,257,児島湾,1.5.1.1,0.46657371520996094
15700,岡山市,地形,281,88,281,92,吉備高原,1.5.1.1,0.47266101837158203
15700,岡山市,地形,281,449,281,452,吉井川,1.5.1.1,0.5505672931671143
15700,岡山市,地形,281,650,281,654,岡山平野,1.5.1.1,0.4780352592468262
15700,岡山市,地形,281,832,281,835,児島湾,1.5.1.1,0.601611852645874
15700,岡山市,地形,281,850,281,855,風光明媚な,1.5.1.1,0.34681587219238286
15700,岡山市,地形,281,926,281,930,児島半島,1.5.1.1,0.5215415477752686
15700,岡山市,地形,285,96,285,98,旭川,1.5.1.1,0.4638767719268799
15700,岡山市,地形,281,287,281,291,瀬戸内海,1.5.1.1,0.47489333152770996
15700,岡山市,地形,281,843,281,847,瀬戸内海,1.5.1.1,0.3647120237350464
15700,岡山市,地形,285,118,285,121,児島湾,1.5.1.1,0.46467385292053226
15700,岡山市,地形,286,66,286,69,吉井川,1.5.1.1,0.5994222640991211
15700,岡山市,地形,286,93,286,96,児島湾,1.5.1.1,0.4651812553405762
15700,岡山市,地形,288,70,288,73,児島湖,1.5.1.1,0.6666344165802003
15700,岡山市,地形,288,198,288,201,児島湾,1.5.1.1,0.6361826419830323
15700,岡山市,地形,289,86,289,89,旭川湖,1.5.1.1,0.5539094924926758
15700,岡山市,地形,290,66,290,69,白鳥湖,1.5.1.1,0.6476201534271241
15700,岡山市,地形,292,9,292,12,高倉山,1.5.1.1,0.643597412109375
15700,岡山市,地形,293,5,293,7,金山,1.5.1.1,0.5961023330688476
15700,岡山市,地形,294,5,294,10,本宮高倉山,1.5.1.1,0.5796224594116212
15700,岡山市,地形,295,66,295,69,金甲山,1.5.1.1,0.680964469909668
15700,岡山市,地形,296,5,296,9,龍ノ口山,1.5.1.1,0.6331742763519288
15700,岡山市,地形,297,5,297,8,芥子山,1.5.1.1,0.6521778106689453
15700,岡山市,地形,297,17,297,19,備前,1.5.1.1,0.17732157707214358
15700,岡山市,地形,298,5,298,7,操山,1.5.1.1,0.633956003189087
15700,岡山市,地形,300,80,300,84,犬島諸島,1.5.1.1,0.5958695411682129
15700,岡山市,別名,268,990,268,991,←,1.5.1.1,0.5774062633514404
15700,岡山市,座標・経度,264,471,264,483,東経133度54分20秒,1.5.1.1,0.72421293258667
15700,岡山市,座標・経度,264,665,264,677,東経133.90556度,1.5.1.1,0.6766295433044434
15700,岡山市,座標・経度,264,742,264,751,133.90556,1.5.1.1,0.6512287616729737
15700,岡山市,座標・経度,268,663,268,675,東経133.73972度,1.5.1.1,0.6384974956512451
15700,岡山市,座標・経度,268,469,268,481,東経133度44分23秒,1.5.1.1,0.3069361209869385
15700,岡山市,座標・経度,269,472,269,486,東経133度55分52.5秒,1.5.1.1,0.695604419708252
15700,岡山市,座標・経度,269,668,269,681,東経133.931250度,1.5.1.1,0.6398988246917725
15700,岡山市,座標・経度,269,746,269,756,133.931250,1.5.1.1,0.6264838695526124
15700,岡山市,座標・経度,270,662,270,674,東経134.12278度,1.5.1.1,0.35405161380767824
15700,岡山市,座標・経度,273,491,273,506,東経133度55分48.81秒,1.5.1.1,0.6371935844421387
15700,岡山市,座標・経度,270,739,270,748,134.12278,1.5.1.1,0.5551229953765869
15700,岡山市,座標・経度,273,690,273,704,東経133.9302250度,1.5.1.1,0.6705419063568115
15700,岡山市,座標・経度,273,771,273,782,133.9302250,1.5.1.1,0.5972977161407471
15700,岡山市,座標・経度,274,476,274,488,東経133度51分59秒,1.5.1.1,0.6001152992248535
15700,岡山市,座標・経度,274,670,274,682,東経133.86639度,1.5.1.1,0.6575963973999024
15700,岡山市,座標・経度,274,747,274,756,133.86639,1.5.1.1,0.4665690898895264
15700,岡山市,座標・緯度,264,428,264,439,北緯34度56分57秒,1.5.1.1,0.7014859199523926
15700,岡山市,座標・緯度,264,653,264,664,北緯34.94917度,1.5.1.1,0.6397096633911133
15700,岡山市,座標・緯度,264,732,264,740,34.94917,1.5.1.1,0.6680413722991944
15700,岡山市,座標・緯度,268,651,268,662,北緯34.76889度,1.5.1.1,0.5757313728332519
15700,岡山市,座標・緯度,268,730,268,738,34.76889,1.5.1.1,0.4985960483551026
15700,岡山市,座標・緯度,269,430,269,440,北緯34度44分2秒,1.5.1.1,0.3935712814331055
15700,岡山市,座標・緯度,269,656,269,667,北緯34.73389度,1.5.1.1,0.605659294128418
15700,岡山市,座標・緯度,269,736,269,744,34.73389,1.5.1.1,0.6149106979370118
15700,岡山市,座標・緯度,270,650,270,661,北緯34.75222度,1.5.1.1,0.4779871940612793
15700,岡山市,座標・緯度,270,729,270,737,34.75222,1.5.1.1,0.5051167011260986
15700,岡山市,座標・緯度,273,676,273,689,北緯34.6577278度,1.5.1.1,0.5625588893890381
15700,岡山市,座標・緯度,273,759,273,769,34.6577278,1.5.1.1,0.4987759590148926
15700,岡山市,座標・緯度,273,445,273,449,北緯34,1.5.1.1,0.2096620559692383
15700,岡山市,座標・緯度,274,434,274,444,北緯34度31分7秒,1.5.1.1,0.37923722267150883
15700,岡山市,座標・緯度,274,658,274,669,北緯34.51861度,1.5.1.1,0.6138106346130372
15700,岡山市,座標・緯度,274,737,274,745,34.51861,1.5.1.1,0.6131450176239014
15700,岡山市,所在地,264,815,264,821,岡山市最北端,1.5.1.1,0.2945264339447022
15700,岡山市,所在地,268,813,268,819,岡山市最西端,1.5.1.1,0.5252775669097901
15700,岡山市,所在地,274,820,274,826,岡山市最南端,1.5.1.1,0.3092129945755005
15700,岡山市,特産品,229,151,229,155,吉備団子,1.5.1.1,0.558360481262207
15700,岡山市,特産品,229,619,229,636,マスカット・オブ・アレキサンドリア,1.5.1.1,0.6593282222747803
15700,岡山市,特産品,229,762,229,771,シャインマスカット,1.5.1.1,0.711907720565796
15700,岡山市,特産品,229,897,229,904,ニューピオーネ,1.5.1.1,0.7157908439636231
15700,岡山市,特産品,229,1059,229,1065,桃太郎ぶどう,1.5.1.1,0.5889538764953614
15700,岡山市,特産品,229,1121,229,1123,白桃,1.5.1.1,0.583393669128418
15700,岡山市,特産品,229,1248,229,1251,愛宕梨,1.5.1.1,0.6377871036529541
15700,岡山市,特産品,229,1256,229,1260,あたご梨,1.5.1.1,0.48254051208496096
15700,岡山市,特産品,229,1372,229,1374,鴨梨,1.5.1.1,0.677366590499878
15700,岡山市,特産品,229,1379,229,1383,ヤーリー,1.5.1.1,0.5492513656616211
15700,岡山市,恒例行事,229,257,229,262,西大寺会陽,1.5.1.1,0.4391863822937012
15700,岡山市,恒例行事,229,328,229,331,裸祭り,1.5.1.1,0.46839203834533694
15700,岡山市,観光地,229,1473,229,1476,岡山城,1.5.1.1,0.5505384922027589
15700,岡山市,所在地,231,871,231,877,東瀬戸経済圏,1.5.1.1,0.4967978477478028
15700,岡山市,読み,84,14,84,19,おかやまし,1.5.1.1,0.7041882038116456
15700,岡山市,所在地,84,93,84,97,中国地方,1.5.1.1,0.4648284435272217
15700,岡山市,所在地,84,167,84,178,岡山県</a>の南東部,1.5.1.1,0.6683928012847901
15700,岡山市,読み,34,323,34,328,おかやまし,1.5.1.1,0.7908617496490479
15700,岡山市,座標・経度,59,369,59,383,東経133度55分10.5秒,1.5.1.1,0.7255411624908448
15700,岡山市,座標・経度,59,808,59,822,東経133度55分10.5秒,1.5.1.1,0.7181036472320557
